muni,mes,ano,desastre,uf,valor_parcela,rio_doce,afetado,pop
BOM DESPACHO,09,2016,Após o Desastre,MG,897.56,0,0,45454
BOM DESPACHO,11,2016,Após o Desastre,MG,857.07,0,0,45454
BOM DESPACHO,12,2014,Antes do Desastre,MG,125976,0,0,45454
BOM DESPACHO,12,2015,Após o Desastre,MG,96924,0,0,45454
BOM JESUS DA PENHA,01,2015,Antes do Desastre,MG,724,0,0,3842
BOM JESUS DA PENHA,02,2015,Antes do Desastre,MG,788,0,0,3842
BOM JESUS DA PENHA,02,2016,Após o Desastre,MG,880,0,0,3842
BOM JESUS DA PENHA,03,2015,Antes do Desastre,MG,788,0,0,3842
BOM JESUS DA PENHA,03,2016,Após o Desastre,MG,880,0,0,3842
BOM JESUS DA PENHA,12,2014,Antes do Desastre,MG,724,0,0,3842
BOM JESUS DA PENHA,12,2015,Após o Desastre,MG,788,0,0,3842
BOM JESUS DO GALHO,01,2015,Antes do Desastre,MG,788,1,1,15215
BOM JESUS DO GALHO,02,2016,Após o Desastre,MG,1760,1,1,15215
BOM JESUS DO GALHO,03,2015,Antes do Desastre,MG,788,1,1,15215
BOM JESUS DO GALHO,12,2014,Antes do Desastre,MG,1448,1,1,15215
BOM SUCESSO,01,2015,Antes do Desastre,MG,6112,0,0,17077
BOM SUCESSO,01,2016,Após o Desastre,MG,1760,0,0,17077
BOM SUCESSO,02,2015,Antes do Desastre,MG,1576,0,0,17077
BOM SUCESSO,02,2016,Após o Desastre,MG,9680,0,0,17077
BOM SUCESSO,03,2015,Antes do Desastre,MG,4728,0,0,17077
BOM SUCESSO,03,2016,Após o Desastre,MG,880,0,0,17077
BOM SUCESSO,12,2014,Antes do Desastre,MG,7964,0,0,17077
BOM SUCESSO,12,2015,Após o Desastre,MG,3152,0,0,17077
BONFINOPOLIS DE MINAS,01,2015,Antes do Desastre,MG,1448,0,0,5716
BONFINOPOLIS DE MINAS,01,2016,Após o Desastre,MG,1760,0,0,5716
BONFINOPOLIS DE MINAS,02,2015,Antes do Desastre,MG,3940,0,0,5716
BONFINOPOLIS DE MINAS,02,2016,Após o Desastre,MG,1760,0,0,5716
BONFINOPOLIS DE MINAS,03,2015,Antes do Desastre,MG,2364,0,0,5716
BONFINOPOLIS DE MINAS,05,2016,Após o Desastre,MG,7040,0,0,5716
BONFINOPOLIS DE MINAS,12,2014,Antes do Desastre,MG,1448,0,0,5716
BONITO DE MINAS,01,2015,Antes do Desastre,MG,724,0,0,9205
BONITO DE MINAS,02,2015,Antes do Desastre,MG,788,0,0,9205
BONITO DE MINAS,03,2015,Antes do Desastre,MG,788,0,0,9205
BONITO DE MINAS,03,2016,Após o Desastre,MG,3520,0,0,9205
BONITO DE MINAS,05,2016,Após o Desastre,MG,3520,0,0,9205
BONITO DE MINAS,12,2014,Antes do Desastre,MG,724,0,0,9205
BOTELHOS,01,2015,Antes do Desastre,MG,11968,0,0,14811
BOTELHOS,01,2016,Após o Desastre,MG,1576,0,0,14811
BOTELHOS,02,2015,Antes do Desastre,MG,6304,0,0,14811
BOTELHOS,02,2016,Após o Desastre,MG,11440,0,0,14811
BOTELHOS,03,2015,Antes do Desastre,MG,9456,0,0,14811
BOTELHOS,03,2016,Após o Desastre,MG,4400,0,0,14811
BOTELHOS,12,2014,Antes do Desastre,MG,8688,0,0,14811
BOTELHOS,12,2015,Após o Desastre,MG,5516,0,0,14811
BRASILANDIA DE MINAS,01,2015,Antes do Desastre,MG,139056,0,0,14054
BRASILANDIA DE MINAS,01,2016,Após o Desastre,MG,121780,0,0,14054
BRASILANDIA DE MINAS,02,2015,Antes do Desastre,MG,114196,0,0,14054
BRASILANDIA DE MINAS,02,2016,Após o Desastre,MG,336102.87,0,0,14054
BRASILANDIA DE MINAS,03,2015,Antes do Desastre,MG,156748,0,0,14054
BRASILANDIA DE MINAS,03,2016,Após o Desastre,MG,117920,0,0,14054
BRASILANDIA DE MINAS,04,2015,Antes do Desastre,MG,788,0,0,14054
BRASILANDIA DE MINAS,04,2016,Após o Desastre,MG,880,0,0,14054
BRASILANDIA DE MINAS,05,2015,Antes do Desastre,MG,1620.5,0,0,14054
BRASILANDIA DE MINAS,05,2016,Após o Desastre,MG,3520,0,0,14054
BRASILANDIA DE MINAS,07,2015,Antes do Desastre,MG,788,0,0,14054
BRASILANDIA DE MINAS,12,2014,Antes do Desastre,MG,136112,0,0,14054
BRASILANDIA DE MINAS,12,2015,Após o Desastre,MG,11820,0,0,14054
BRASILIA DE MINAS,01,2015,Antes do Desastre,MG,2960,0,0,30821
BRASILIA DE MINAS,02,2015,Antes do Desastre,MG,1576,0,0,30821
BRASILIA DE MINAS,03,2015,Antes do Desastre,MG,2364,0,0,30821
BRASILIA DE MINAS,12,2014,Antes do Desastre,MG,2172,0,0,30821
BRUMADINHO,01,2015,Antes do Desastre,MG,724,0,0,33696
BRUMADINHO,02,2015,Antes do Desastre,MG,788,0,0,33696
BRUMADINHO,03,2015,Antes do Desastre,MG,788,0,0,33696
BRUMADINHO,03,2016,Após o Desastre,MG,3520,0,0,33696
BRUMADINHO,12,2014,Antes do Desastre,MG,724,0,0,33696
BUENOPOLIS,01,2015,Antes do Desastre,MG,9072,0,0,10005
BUENOPOLIS,02,2015,Antes do Desastre,MG,5516,0,0,10005
BUENOPOLIS,03,2015,Antes do Desastre,MG,7092,0,0,10005
BUENOPOLIS,03,2016,Após o Desastre,MG,24640,0,0,10005
BUENOPOLIS,04,2016,Após o Desastre,MG,7040,0,0,10005
BUENOPOLIS,12,2014,Antes do Desastre,MG,5792,0,0,10005
BURITIS,01,2015,Antes do Desastre,MG,577912,0,0,22170
BURITIS,01,2016,Após o Desastre,MG,8800,0,0,22170
BURITIS,02,2015,Antes do Desastre,MG,294584,0,0,22170
BURITIS,02,2016,Após o Desastre,MG,1086766.55,0,0,22170
BURITIS,03,2015,Antes do Desastre,MG,483832,0,0,22170
BURITIS,03,2016,Após o Desastre,MG,713680,0,0,22170
BURITIS,04,2015,Antes do Desastre,MG,2364,0,0,22170
BURITIS,04,2016,Após o Desastre,MG,142560,0,0,22170
BURITIS,05,2016,Após o Desastre,MG,67760,0,0,22170
BURITIS,06,2016,Após o Desastre,MG,21120,0,0,22170
BURITIS,07,2016,Após o Desastre,MG,10560,0,0,22170
BURITIS,11,2015,Antes do Desastre,MG,12608,0,0,22170
BURITIS,11,2016,Após o Desastre,MG,14080,0,0,22170
BURITIS,12,2014,Antes do Desastre,MG,488700,0,0,22170
BURITIS,12,2015,Após o Desastre,MG,3940,0,0,22170
BURITIZEIRO,01,2015,Antes do Desastre,MG,268308,0,0,26536
BURITIZEIRO,01,2016,Após o Desastre,MG,18808,0,0,26536
BURITIZEIRO,02,2015,Antes do Desastre,MG,105464,0,0,26536
BURITIZEIRO,02,2016,Após o Desastre,MG,331760,0,0,26536
BURITIZEIRO,03,2015,Antes do Desastre,MG,235612,0,0,26536
BURITIZEIRO,03,2016,Após o Desastre,MG,499840,0,0,26536
BURITIZEIRO,04,2015,Antes do Desastre,MG,788,0,0,26536
BURITIZEIRO,04,2016,Após o Desastre,MG,62480,0,0,26536
BURITIZEIRO,05,2016,Após o Desastre,MG,14080,0,0,26536
BURITIZEIRO,06,2015,Antes do Desastre,MG,788,0,0,26536
BURITIZEIRO,06,2016,Após o Desastre,MG,3520,0,0,26536
BURITIZEIRO,12,2014,Antes do Desastre,MG,291048,0,0,26536
BURITIZEIRO,12,2015,Após o Desastre,MG,12608,0,0,26536
CABECEIRA GRANDE,01,2015,Antes do Desastre,MG,13140,0,0,6407
CABECEIRA GRANDE,02,2015,Antes do Desastre,MG,4728,0,0,6407
CABECEIRA GRANDE,02,2016,Após o Desastre,MG,19360,0,0,6407
CABECEIRA GRANDE,03,2015,Antes do Desastre,MG,8668,0,0,6407
CABECEIRA GRANDE,03,2016,Após o Desastre,MG,10560,0,0,6407
CABECEIRA GRANDE,04,2016,Após o Desastre,MG,10560,0,0,6407
CABECEIRA GRANDE,12,2014,Antes do Desastre,MG,7964,0,0,6407
CABECEIRA GRANDE,12,2015,Após o Desastre,MG,788,0,0,6407
CABO VERDE,01,2015,Antes do Desastre,MG,3024,0,0,13548
CABO VERDE,02,2016,Após o Desastre,MG,3520,0,0,13548
CABO VERDE,03,2015,Antes do Desastre,MG,1576,0,0,13548
CABO VERDE,12,2014,Antes do Desastre,MG,1448,0,0,13548
CABO VERDE,12,2015,Após o Desastre,MG,788,0,0,13548
CACHOEIRA DA PRATA,01,2015,Antes do Desastre,MG,724,0,0,3651
CACHOEIRA DA PRATA,02,2015,Antes do Desastre,MG,788,0,0,3651
CACHOEIRA DA PRATA,02,2016,Após o Desastre,MG,880,0,0,3651
CACHOEIRA DA PRATA,03,2015,Antes do Desastre,MG,788,0,0,3651
CACHOEIRA DA PRATA,03,2016,Após o Desastre,MG,880,0,0,3651
CACHOEIRA DA PRATA,12,2014,Antes do Desastre,MG,724,0,0,3651
CACHOEIRA DA PRATA,12,2015,Após o Desastre,MG,788,0,0,3651
CACHOEIRA DOURADA,01,2015,Antes do Desastre,MG,44040,0,0,2497
CACHOEIRA DOURADA,01,2016,Após o Desastre,MG,10192,0,0,2497
CACHOEIRA DOURADA,02,2015,Antes do Desastre,MG,17980.99,0,0,2497
CACHOEIRA DOURADA,02,2016,Após o Desastre,MG,62480,0,0,2497
CACHOEIRA DOURADA,03,2015,Antes do Desastre,MG,30732,0,0,2497
CACHOEIRA DOURADA,03,2016,Após o Desastre,MG,27280,0,0,2497
CACHOEIRA DOURADA,04,2016,Após o Desastre,MG,3520,0,0,2497
CACHOEIRA DOURADA,12,2014,Antes do Desastre,MG,28236,0,0,2497
CACHOEIRA DOURADA,12,2015,Após o Desastre,MG,7092,0,0,2497
CACHOEIRO DE ITAPEMIRIM,01,2015,Antes do Desastre,ES,43572,0,0,188623
CACHOEIRO DE ITAPEMIRIM,01,2016,Após o Desastre,ES,5096,0,0,188623
CACHOEIRO DE ITAPEMIRIM,02,2015,Antes do Desastre,ES,23640,0,0,188623
CACHOEIRO DE ITAPEMIRIM,02,2016,Após o Desastre,ES,73920,0,0,188623
CACHOEIRO DE ITAPEMIRIM,03,2015,Antes do Desastre,ES,44916,0,0,188623
CACHOEIRO DE ITAPEMIRIM,03,2016,Após o Desastre,ES,23760,0,0,188623
CACHOEIRO DE ITAPEMIRIM,04,2015,Antes do Desastre,ES,2364,0,0,188623
CACHOEIRO DE ITAPEMIRIM,04,2016,Após o Desastre,ES,880,0,0,188623
CACHOEIRO DE ITAPEMIRIM,05,2015,Antes do Desastre,ES,2364,0,0,188623
CACHOEIRO DE ITAPEMIRIM,06,2016,Após o Desastre,ES,3520,0,0,188623
CACHOEIRO DE ITAPEMIRIM,11,2015,Antes do Desastre,ES,1576,0,0,188623
CACHOEIRO DE ITAPEMIRIM,12,2014,Antes do Desastre,ES,33304,0,0,188623
CACHOEIRO DE ITAPEMIRIM,12,2015,Após o Desastre,ES,11820,0,0,188623
CAETANOPOLIS,01,2015,Antes do Desastre,MG,724,0,0,10135
CAETANOPOLIS,02,2015,Antes do Desastre,MG,788,0,0,10135
CAETANOPOLIS,03,2015,Antes do Desastre,MG,788,0,0,10135
CAETANOPOLIS,06,2016,Após o Desastre,MG,3520,0,0,10135
CAETANOPOLIS,12,2014,Antes do Desastre,MG,724,0,0,10135
CALDAS,01,2015,Antes do Desastre,MG,2960,0,0,13434
CALDAS,02,2015,Antes do Desastre,MG,2364,0,0,13434
CALDAS,02,2016,Após o Desastre,MG,9680,0,0,13434
CALDAS,03,2015,Antes do Desastre,MG,2364,0,0,13434
CALDAS,03,2016,Após o Desastre,MG,1760,0,0,13434
CALDAS,04,2016,Após o Desastre,MG,880,0,0,13434
CALDAS,12,2014,Antes do Desastre,MG,1448,0,0,13434
CALDAS,12,2015,Após o Desastre,MG,788,0,0,13434
CAMPANHA,01,2015,Antes do Desastre,MG,2236,0,0,15304
CAMPANHA,02,2016,Após o Desastre,MG,1760,0,0,15304
CAMPANHA,03,2015,Antes do Desastre,MG,788,0,0,15304
CAMPESTRE,01,2015,Antes do Desastre,MG,2236,0,0,20519
CAMPESTRE,02,2015,Antes do Desastre,MG,1576,0,0,20519
CAMPESTRE,02,2016,Após o Desastre,MG,4400,0,0,20519
CAMPESTRE,03,2015,Antes do Desastre,MG,1576,0,0,20519
CAMPESTRE,03,2016,Após o Desastre,MG,880,0,0,20519
CAMPESTRE,12,2014,Antes do Desastre,MG,2896,0,0,20519
CAMPINA VERDE,01,2015,Antes do Desastre,MG,5452,0,0,18685
CAMPINA VERDE,02,2015,Antes do Desastre,MG,3152,0,0,18685
CAMPINA VERDE,02,2016,Após o Desastre,MG,10560,0,0,18685
CAMPINA VERDE,03,2015,Antes do Desastre,MG,6304,0,0,18685
CAMPINA VERDE,12,2014,Antes do Desastre,MG,8688,0,0,18685
CAMPO BELO,01,2015,Antes do Desastre,MG,317352,0,0,51235
CAMPO BELO,01,2016,Após o Desastre,MG,49936,0,0,51235
CAMPO BELO,02,2015,Antes do Desastre,MG,112492,0,0,51235
CAMPO BELO,02,2016,Após o Desastre,MG,683392,0,0,51235
CAMPO BELO,03,2015,Antes do Desastre,MG,245856,0,0,51235
CAMPO BELO,03,2016,Após o Desastre,MG,227380.1,0,0,51235
CAMPO BELO,04,2015,Antes do Desastre,MG,788,0,0,51235
CAMPO BELO,04,2016,Após o Desastre,MG,4400,0,0,51235
CAMPO BELO,05,2016,Após o Desastre,MG,6160,0,0,51235
CAMPO BELO,10,2016,Após o Desastre,MG,3540.44,0,0,51235
CAMPO BELO,12,2014,Antes do Desastre,MG,252676,0,0,51235
CAMPO BELO,12,2015,Após o Desastre,MG,47280,0,0,51235
CAMPO DO MEIO,01,2015,Antes do Desastre,MG,190404,0,0,11376
CAMPO DO MEIO,01,2016,Após o Desastre,MG,46256,0,0,11376
CAMPO DO MEIO,02,2015,Antes do Desastre,MG,69280,0,0,11376
CAMPO DO MEIO,02,2016,Após o Desastre,MG,314948,0,0,11376
CAMPO DO MEIO,03,2015,Antes do Desastre,MG,156024,0,0,11376
CAMPO DO MEIO,03,2016,Após o Desastre,MG,73920,0,0,11376
CAMPO DO MEIO,04,2015,Antes do Desastre,MG,788,0,0,11376
CAMPO DO MEIO,05,2015,Antes do Desastre,MG,788,0,0,11376
CAMPO DO MEIO,10,2016,Após o Desastre,MG,1760,0,0,11376
CAMPO DO MEIO,12,2014,Antes do Desastre,MG,160004,0,0,11376
CAMPO DO MEIO,12,2015,Após o Desastre,MG,38612,0,0,11376
CAMPO FLORIDO,01,2015,Antes do Desastre,MG,3024,0,0,6772
CAMPO FLORIDO,02,2015,Antes do Desastre,MG,788,0,0,6772
CAMPO FLORIDO,02,2016,Após o Desastre,MG,1760,0,0,6772
CAMPO FLORIDO,03,2015,Antes do Desastre,MG,2364,0,0,6772
CAMPO FLORIDO,03,2016,Após o Desastre,MG,1760,0,0,6772
CAMPO FLORIDO,12,2014,Antes do Desastre,MG,2896,0,0,6772
CAMPOS ALTOS,01,2015,Antes do Desastre,MG,3812,0,0,14131
CAMPOS ALTOS,02,2015,Antes do Desastre,MG,788,0,0,14131
CAMPOS ALTOS,02,2016,Após o Desastre,MG,7040,0,0,14131
CAMPOS ALTOS,03,2015,Antes do Desastre,MG,3152,0,0,14131
CAMPOS ALTOS,03,2016,Após o Desastre,MG,1760,0,0,14131
CAMPOS ALTOS,12,2014,Antes do Desastre,MG,4344,0,0,14131
CAMPOS ALTOS,12,2015,Após o Desastre,MG,3940,0,0,14131
CAMPOS GERAIS,01,2015,Antes do Desastre,MG,118576,0,0,27369
CAMPOS GERAIS,01,2016,Após o Desastre,MG,35172,0,0,27369
CAMPOS GERAIS,02,2015,Antes do Desastre,MG,27580,0,0,27369
CAMPOS GERAIS,02,2016,Após o Desastre,MG,165440,0,0,27369
CAMPOS GERAIS,03,2015,Antes do Desastre,MG,92196,0,0,27369
CAMPOS GERAIS,03,2016,Após o Desastre,MG,31680,0,0,27369
CAMPOS GERAIS,08,2016,Após o Desastre,MG,3520,0,0,27369
CAMPOS GERAIS,12,2014,Antes do Desastre,MG,108600,0,0,27369
CAMPOS GERAIS,12,2015,Após o Desastre,MG,23640,0,0,27369
CANA VERDE,01,2015,Antes do Desastre,MG,188364,0,0,5546
CANA VERDE,01,2016,Após o Desastre,MG,24508,0,0,5546
CANA VERDE,02,2015,Antes do Desastre,MG,38612,0,0,5546
CANA VERDE,02,2016,Após o Desastre,MG,271736,0,0,5546
CANA VERDE,03,2015,Antes do Desastre,MG,152872,0,0,5546
CANA VERDE,03,2016,Após o Desastre,MG,175120,0,0,5546
CANA VERDE,12,2014,Antes do Desastre,MG,186068,0,0,5546
CANA VERDE,12,2015,Após o Desastre,MG,85104,0,0,5546
CANAPOLIS,01,2015,Antes do Desastre,MG,47340,0,0,11307
CANAPOLIS,01,2016,Após o Desastre,MG,4124,0,0,11307
CANAPOLIS,02,2015,Antes do Desastre,MG,22852,0,0,11307
CANAPOLIS,02,2016,Após o Desastre,MG,73040,0,0,11307
CANAPOLIS,03,2015,Antes do Desastre,MG,39400,0,0,11307
CANAPOLIS,03,2016,Após o Desastre,MG,25520,0,0,11307
CANAPOLIS,11,2014,Antes do Desastre,MG,2489.57,0,0,11307
CANAPOLIS,12,2014,Antes do Desastre,MG,39096,0,0,11307
CANAPOLIS,12,2015,Após o Desastre,MG,20488,0,0,11307
CANDEIAS,01,2015,Antes do Desastre,MG,34924,0,0,14456
CANDEIAS,01,2016,Após o Desastre,MG,4124,0,0,14456
CANDEIAS,02,2015,Antes do Desastre,MG,18124,0,0,14456
CANDEIAS,02,2016,Após o Desastre,MG,58080,0,0,14456
CANDEIAS,03,2015,Antes do Desastre,MG,26004,0,0,14456
CANDEIAS,03,2016,Após o Desastre,MG,31680,0,0,14456
CANDEIAS,12,2014,Antes do Desastre,MG,20996,0,0,14456
CAPELINHA,01,2015,Antes do Desastre,MG,1512,0,0,34076
CAPELINHA,02,2016,Após o Desastre,MG,3520,0,0,34076
CAPELINHA,03,2015,Antes do Desastre,MG,788,0,0,34076
CAPELINHA,12,2014,Antes do Desastre,MG,724,0,0,34076
CAPETINGA,01,2015,Antes do Desastre,MG,3024,0,0,6983
CAPETINGA,02,2016,Após o Desastre,MG,1760,0,0,6983
CAPETINGA,03,2015,Antes do Desastre,MG,1576,0,0,6983
CAPETINGA,12,2014,Antes do Desastre,MG,1448,0,0,6983
CAPINOPOLIS,01,2015,Antes do Desastre,MG,79624,0,0,15177
CAPINOPOLIS,01,2016,Após o Desastre,MG,12740,0,0,15177
CAPINOPOLIS,02,2015,Antes do Desastre,MG,37824,0,0,15177
CAPINOPOLIS,02,2016,Após o Desastre,MG,120560,0,0,15177
CAPINOPOLIS,03,2015,Antes do Desastre,MG,66192,0,0,15177
CAPINOPOLIS,03,2016,Após o Desastre,MG,24640,0,0,15177
CAPINOPOLIS,04,2016,Após o Desastre,MG,880,0,0,15177
CAPINOPOLIS,12,2014,Antes do Desastre,MG,61540,0,0,15177
CAPINOPOLIS,12,2015,Após o Desastre,MG,30732,0,0,15177
CAPITAO ENEAS,01,2015,Antes do Desastre,MG,37268,0,0,13831
CAPITAO ENEAS,01,2016,Após o Desastre,MG,14080,0,0,13831
CAPITAO ENEAS,02,2015,Antes do Desastre,MG,2364,0,0,13831
CAPITAO ENEAS,02,2016,Após o Desastre,MG,62480,0,0,13831
CAPITAO ENEAS,03,2015,Antes do Desastre,MG,22852,0,0,13831
CAPITAO ENEAS,03,2016,Após o Desastre,MG,880,0,0,13831
CAPITAO ENEAS,04,2016,Após o Desastre,MG,3520,0,0,13831
CAPITAO ENEAS,12,2014,Antes do Desastre,MG,24616,0,0,13831
CAPITAO ENEAS,12,2015,Após o Desastre,MG,788,0,0,13831
CAPITOLIO,01,2015,Antes do Desastre,MG,126176,0,0,8082
CAPITOLIO,01,2016,Após o Desastre,MG,788,0,0,8082
CAPITOLIO,02,2015,Antes do Desastre,MG,70004,0,0,8082
CAPITOLIO,02,2016,Após o Desastre,MG,160672,0,0,8082
CAPITOLIO,03,2015,Antes do Desastre,MG,103228,0,0,8082
CAPITOLIO,03,2016,Após o Desastre,MG,85360,0,0,8082
CAPITOLIO,04,2016,Após o Desastre,MG,1760,0,0,8082
CAPITOLIO,05,2015,Antes do Desastre,MG,788,0,0,8082
CAPITOLIO,12,2014,Antes do Desastre,MG,95568,0,0,8082
CAPITOLIO,12,2015,Após o Desastre,MG,788,0,0,8082
CARBONITA,01,2015,Antes do Desastre,MG,724,0,0,9054
CARBONITA,02,2015,Antes do Desastre,MG,788,0,0,9054
CARBONITA,02,2016,Após o Desastre,MG,880,0,0,9054
CARBONITA,03,2015,Antes do Desastre,MG,788,0,0,9054
CARBONITA,03,2016,Após o Desastre,MG,880,0,0,9054
CARBONITA,12,2014,Antes do Desastre,MG,724,0,0,9054
CARIACICA,01,2015,Antes do Desastre,ES,150092,0,0,346926
CARIACICA,01,2016,Após o Desastre,ES,48320,0,0,346926
CARIACICA,02,2015,Antes do Desastre,ES,36972,0,0,346926
CARIACICA,02,2016,Após o Desastre,ES,200640,0,0,346926
CARIACICA,03,2015,Antes do Desastre,ES,96136,0,0,346926
CARIACICA,03,2016,Após o Desastre,ES,44632.28,0,0,346926
CARIACICA,04,2015,Antes do Desastre,ES,788,0,0,346926
CARIACICA,04,2016,Após o Desastre,ES,880,0,0,346926
CARIACICA,05,2015,Antes do Desastre,ES,1576,0,0,346926
CARIACICA,05,2016,Após o Desastre,ES,2640,0,0,346926
CARIACICA,06,2015,Antes do Desastre,ES,1576,0,0,346926
CARIACICA,07,2016,Após o Desastre,ES,567.8,0,0,346926
CARIACICA,10,2015,Antes do Desastre,ES,41764,0,0,346926
CARIACICA,10,2016,Após o Desastre,ES,33440,0,0,346926
CARIACICA,11,2014,Antes do Desastre,ES,26788,0,0,346926
CARIACICA,11,2015,Antes do Desastre,ES,163116,0,0,346926
CARIACICA,11,2016,Após o Desastre,ES,75680,0,0,346926
CARIACICA,12,2014,Antes do Desastre,ES,271500,0,0,346926
CARIACICA,12,2015,Após o Desastre,ES,66980,0,0,346926
CARLOS CHAGAS,01,2015,Antes do Desastre,MG,35096,0,0,19271
CARLOS CHAGAS,02,2015,Antes do Desastre,MG,11820,0,0,19271
CARLOS CHAGAS,02,2016,Após o Desastre,MG,69520,0,0,19271
CARLOS CHAGAS,03,2015,Antes do Desastre,MG,32308,0,0,19271
CARLOS CHAGAS,03,2016,Após o Desastre,MG,4400,0,0,19271
CARLOS CHAGAS,12,2014,Antes do Desastre,MG,45612,0,0,19271
CARLOS CHAGAS,12,2015,Após o Desastre,MG,31520,0,0,19271
CARMO DA CACHOEIRA,01,2015,Antes do Desastre,MG,724,0,0,11673
CARMO DA CACHOEIRA,02,2015,Antes do Desastre,MG,788,0,0,11673
CARMO DA CACHOEIRA,02,2016,Após o Desastre,MG,2640,0,0,11673
CARMO DA CACHOEIRA,03,2015,Antes do Desastre,MG,788,0,0,11673
CARMO DA CACHOEIRA,03,2016,Após o Desastre,MG,880,0,0,11673
CARMO DA CACHOEIRA,12,2014,Antes do Desastre,MG,724,0,0,11673
CARMO DO CAJURU,01,2015,Antes do Desastre,MG,12032,0,0,19937
CARMO DO CAJURU,01,2016,Após o Desastre,MG,788,0,0,19937
CARMO DO CAJURU,02,2015,Antes do Desastre,MG,4728,0,0,19937
CARMO DO CAJURU,02,2016,Após o Desastre,MG,7920,0,0,19937
CARMO DO CAJURU,03,2015,Antes do Desastre,MG,8668,0,0,19937
CARMO DO CAJURU,03,2016,Após o Desastre,MG,4400,0,0,19937
CARMO DO CAJURU,12,2014,Antes do Desastre,MG,7964,0,0,19937
CARMO DO CAJURU,12,2015,Após o Desastre,MG,3940,0,0,19937
CARMO DO PARANAIBA,01,2015,Antes do Desastre,MG,69808,0,0,29214
CARMO DO PARANAIBA,01,2016,Após o Desastre,MG,18808,0,0,29214
CARMO DO PARANAIBA,02,2015,Antes do Desastre,MG,29156,0,0,29214
CARMO DO PARANAIBA,02,2016,Após o Desastre,MG,118800,0,0,29214
CARMO DO PARANAIBA,03,2015,Antes do Desastre,MG,61464,0,0,29214
CARMO DO PARANAIBA,03,2016,Após o Desastre,MG,25520,0,0,29214
CARMO DO PARANAIBA,04,2015,Antes do Desastre,MG,788,0,0,29214
CARMO DO PARANAIBA,05,2016,Após o Desastre,MG,7040,0,0,29214
CARMO DO PARANAIBA,06,2016,Após o Desastre,MG,3520,0,0,29214
CARMO DO PARANAIBA,07,2016,Após o Desastre,MG,3520,0,0,29214
CARMO DO PARANAIBA,12,2014,Antes do Desastre,MG,79640,0,0,29214
CARMO DO PARANAIBA,12,2015,Após o Desastre,MG,26004,0,0,29214
CARMO DO RIO CLARO,01,2015,Antes do Desastre,MG,245752,0,0,20281
CARMO DO RIO CLARO,01,2016,Após o Desastre,MG,150004.34,0,0,20281
CARMO DO RIO CLARO,02,2015,Antes do Desastre,MG,92132,0,0,20281
CARMO DO RIO CLARO,02,2016,Após o Desastre,MG,403920,0,0,20281
CARMO DO RIO CLARO,03,2015,Antes do Desastre,MG,185180,0,0,20281
CARMO DO RIO CLARO,03,2016,Após o Desastre,MG,77961.39,0,0,20281
CARMO DO RIO CLARO,04,2016,Após o Desastre,MG,14080,0,0,20281
CARMO DO RIO CLARO,12,2014,Antes do Desastre,MG,167244,0,0,20281
CARMO DO RIO CLARO,12,2015,Após o Desastre,MG,26792,0,0,20281
CARNEIRINHO,01,2015,Antes do Desastre,MG,4536,0,0,9273
CARNEIRINHO,02,2015,Antes do Desastre,MG,1576,0,0,9273
CARNEIRINHO,02,2016,Após o Desastre,MG,8800,0,0,9273
CARNEIRINHO,03,2015,Antes do Desastre,MG,3940,0,0,9273
CARNEIRINHO,12,2014,Antes do Desastre,MG,4344,0,0,9273
CARRANCAS,01,2015,Antes do Desastre,MG,5068,0,0,3851
CARRANCAS,01,2016,Após o Desastre,MG,8616,0,0,3851
CARRANCAS,02,2015,Antes do Desastre,MG,7092,0,0,3851
CARRANCAS,02,2016,Após o Desastre,MG,12320,0,0,3851
CARRANCAS,03,2015,Antes do Desastre,MG,5516,0,0,3851
CARRANCAS,03,2016,Após o Desastre,MG,5280,0,0,3851
CARRANCAS,12,2014,Antes do Desastre,MG,5068,0,0,3851
CARRANCAS,12,2015,Após o Desastre,MG,788,0,0,3851
CASCALHO RICO,01,2015,Antes do Desastre,MG,8284,0,0,2838
CASCALHO RICO,02,2015,Antes do Desastre,MG,788,0,0,2838
CASCALHO RICO,02,2016,Após o Desastre,MG,7040,0,0,2838
CASCALHO RICO,03,2015,Antes do Desastre,MG,4728,0,0,2838
CASCALHO RICO,12,2014,Antes do Desastre,MG,4344,0,0,2838
CASCALHO RICO,12,2015,Após o Desastre,MG,1576,0,0,2838
CASSIA,01,2015,Antes do Desastre,MG,23064,0,0,17301
CASSIA,01,2016,Após o Desastre,MG,13528,0,0,17301
CASSIA,02,2015,Antes do Desastre,MG,7092,0,0,17301
CASSIA,02,2016,Após o Desastre,MG,35200,0,0,17301
CASSIA,03,2015,Antes do Desastre,MG,18124,0,0,17301
CASSIA,03,2016,Após o Desastre,MG,7040,0,0,17301
CASSIA,12,2014,Antes do Desastre,MG,23892,0,0,17301
CASSIA,12,2015,Após o Desastre,MG,1576,0,0,17301
CATAGUASES,01,2015,Antes do Desastre,MG,6048,0,0,69329
CATAGUASES,02,2015,Antes do Desastre,MG,3152,0,0,69329
CATAGUASES,02,2016,Após o Desastre,MG,11440,0,0,69329
CATAGUASES,03,2015,Antes do Desastre,MG,4728,0,0,69329
CATAGUASES,03,2016,Após o Desastre,MG,880,0,0,69329
CATAGUASES,12,2014,Antes do Desastre,MG,4344,0,0,69329
